Date,Source,Site ID,POC,Daily Max 1-hour SO2 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
08/23/2019,AQS,60130006,1,1.3,ppb,1,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
08/24/2019,AQS,60130006,1,2.1,ppb,3,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
08/25/2019,AQS,60130006,1,0.4,ppb,0,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
08/26/2019,AQS,60130006,1,0.8,ppb,0,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
08/27/2019,AQS,60130006,1,0.7,ppb,0,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
08/28/2019,AQS,60130006,1,4.6,ppb,6,Richmond - 7th St.,21,88.0000,42401,Contra Costa,37.948172,-122.364852
08/29/2019,AQS,60130006,1,12.1,ppb,17,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
08/30/2019,AQS,60130006,1,0.4,ppb,0,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
08/31/2019,AQS,60130006,1,0.8,ppb,0,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/01/2019,AQS,60130006,1,0.7,ppb,0,Richmond - 7th St.,21,88.0000,42401,Contra Costa,37.948172,-122.364852
09/02/2019,AQS,60130006,1,0.6,ppb,0,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/03/2019,AQS,60130006,1,0.4,ppb,0,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/04/2019,AQS,60130006,1,0.9,ppb,0,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/05/2019,AQS,60130006,1,0.7,ppb,0,Richmond - 7th St.,22,92.0000,42401,Contra Costa,37.948172,-122.364852
09/06/2019,AQS,60130006,1,0.7,ppb,0,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/07/2019,AQS,60130006,1,1.3,ppb,1,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/08/2019,AQS,60130006,1,1.7,ppb,1,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/09/2019,AQS,60130006,1,0.9,ppb,0,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/10/2019,AQS,60130006,1,0.7,ppb,0,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/11/2019,AQS,60130006,1,2.4,ppb,3,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/14/2019,AQS,60130006,1,0.6,ppb,0,Richmond - 7th St.,20,83.0000,42401,Contra Costa,37.948172,-122.364852
09/15/2019,AQS,60130006,1,1.1,ppb,1,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/16/2019,AQS,60130006,1,0.6,ppb,0,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/17/2019,AQS,60130006,1,1.2,ppb,1,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/18/2019,AQS,60130006,1,0.8,ppb,0,Richmond - 7th St.,22,92.0000,42401,Contra Costa,37.948172,-122.364852
09/19/2019,AQS,60130006,1,1.2,ppb,1,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/20/2019,AQS,60130006,1,2.9,ppb,3,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/21/2019,AQS,60130006,1,3.7,ppb,4,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/22/2019,AQS,60130006,1,0.7,ppb,0,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/23/2019,AQS,60130006,1,1.3,ppb,1,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/26/2019,AQS,60130006,1,4.4,ppb,6,Richmond - 7th St.,21,88.0000,42401,Contra Costa,37.948172,-122.364852
09/27/2019,AQS,60130006,1,4,ppb,6,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/28/2019,AQS,60130006,1,1.2,ppb,1,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/29/2019,AQS,60130006,1,6.2,ppb,9,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
09/30/2019,AQS,60130006,1,0.8,ppb,0,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/01/2019,AQS,60130006,1,3.1,ppb,4,Richmond - 7th St.,21,88.0000,42401,Contra Costa,37.948172,-122.364852
10/02/2019,AQS,60130006,1,4.1,ppb,6,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/03/2019,AQS,60130006,1,1.9,ppb,1,Richmond - 7th St.,20,83.0000,42401,Contra Costa,37.948172,-122.364852
10/04/2019,AQS,60130006,1,2.7,ppb,3,Richmond - 7th St.,21,88.0000,42401,Contra Costa,37.948172,-122.364852
10/05/2019,AQS,60130006,1,6.1,ppb,9,Richmond - 7th St.,21,88.0000,42401,Contra Costa,37.948172,-122.364852
10/06/2019,AQS,60130006,1,1.6,ppb,1,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/07/2019,AQS,60130006,1,2.3,ppb,3,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/08/2019,AQS,60130006,1,1.2,ppb,1,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/10/2019,AQS,60130006,1,1.2,ppb,1,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/11/2019,AQS,60130006,1,1.8,ppb,1,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/12/2019,AQS,60130006,1,2.1,ppb,3,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/13/2019,AQS,60130006,1,1.7,ppb,1,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/14/2019,AQS,60130006,1,1.8,ppb,1,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/15/2019,AQS,60130006,1,1.2,ppb,1,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/16/2019,AQS,60130006,1,2.6,ppb,3,Richmond - 7th St.,22,92.0000,42401,Contra Costa,37.948172,-122.364852
10/17/2019,AQS,60130006,1,0.8,ppb,0,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/18/2019,AQS,60130006,1,1.6,ppb,1,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/19/2019,AQS,60130006,1,0.8,ppb,0,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/20/2019,AQS,60130006,1,2,ppb,3,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/21/2019,AQS,60130006,1,1.2,ppb,1,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/22/2019,AQS,60130006,1,5,ppb,7,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/23/2019,AQS,60130006,1,1.3,ppb,1,Richmond - 7th St.,21,88.0000,42401,Contra Costa,37.948172,-122.364852
10/24/2019,AQS,60130006,1,1.4,ppb,1,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/25/2019,AQS,60130006,1,7.2,ppb,10,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/26/2019,AQS,60130006,1,2.3,ppb,3,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/27/2019,AQS,60130006,1,0.8,ppb,0,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/28/2019,AQS,60130006,1,7.3,ppb,10,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/29/2019,AQS,60130006,1,2.2,ppb,3,Richmond - 7th St.,22,92.0000,42401,Contra Costa,37.948172,-122.364852
10/30/2019,AQS,60130006,1,1.3,ppb,1,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
10/31/2019,AQS,60130006,1,2.1,ppb,3,Richmond - 7th St.,23,96.0000,42401,Contra Costa,37.948172,-122.364852
01/01/2019,AQS,60131001,1,2.5,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/02/2019,AQS,60131001,1,2.3,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/03/2019,AQS,60131001,1,2.2,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/04/2019,AQS,60131001,1,2.5,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/05/2019,AQS,60131001,1,2.5,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/06/2019,AQS,60131001,1,1.5,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/07/2019,AQS,60131001,1,0.9,ppb,0,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/08/2019,AQS,60131001,1,1.1,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/09/2019,AQS,60131001,1,4.3,ppb,6,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/10/2019,AQS,60131001,1,1.5,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/11/2019,AQS,60131001,1,0.6,ppb,0,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/12/2019,AQS,60131001,1,2.1,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/13/2019,AQS,60131001,1,1.3,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/14/2019,AQS,60131001,1,1.8,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/15/2019,AQS,60131001,1,0.7,ppb,0,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/16/2019,AQS,60131001,1,1.5,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/17/2019,AQS,60131001,1,3.7,ppb,4,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/18/2019,AQS,60131001,1,3.6,ppb,4,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/19/2019,AQS,60131001,1,4.1,ppb,6,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/20/2019,AQS,60131001,1,1.1,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/21/2019,AQS,60131001,1,0.7,ppb,0,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/22/2019,AQS,60131001,1,2.7,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/23/2019,AQS,60131001,1,4.1,ppb,6,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/24/2019,AQS,60131001,1,4.9,ppb,6,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/25/2019,AQS,60131001,1,3.8,ppb,4,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/26/2019,AQS,60131001,1,2.9,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/27/2019,AQS,60131001,1,1.4,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/28/2019,AQS,60131001,1,2.6,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/29/2019,AQS,60131001,1,1.6,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/30/2019,AQS,60131001,1,1.2,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
01/31/2019,AQS,60131001,1,1.4,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/01/2019,AQS,60131001,1,0.9,ppb,0,Crockett - Kendall Ave,21,88.0000,42401,Contra Costa,38.05492,-122.233229
03/02/2019,AQS,60131001,1,1.1,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/03/2019,AQS,60131001,1,1.2,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/04/2019,AQS,60131001,1,2.1,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/05/2019,AQS,60131001,1,0.7,ppb,0,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/06/2019,AQS,60131001,1,1.8,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/07/2019,AQS,60131001,1,1,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/08/2019,AQS,60131001,1,0.8,ppb,0,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/09/2019,AQS,60131001,1,2.4,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/10/2019,AQS,60131001,1,0.5,ppb,0,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/11/2019,AQS,60131001,1,1.3,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/12/2019,AQS,60131001,1,1.1,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/13/2019,AQS,60131001,1,2.1,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/14/2019,AQS,60131001,1,2.3,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/15/2019,AQS,60131001,1,3.5,ppb,4,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/16/2019,AQS,60131001,1,1.5,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/17/2019,AQS,60131001,1,3.3,ppb,4,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/18/2019,AQS,60131001,1,3.5,ppb,4,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/19/2019,AQS,60131001,1,3.3,ppb,4,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/20/2019,AQS,60131001,1,1.2,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/21/2019,AQS,60131001,1,1.2,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/22/2019,AQS,60131001,1,0.7,ppb,0,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/23/2019,AQS,60131001,1,0.7,ppb,0,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/24/2019,AQS,60131001,1,9.7,ppb,13,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/25/2019,AQS,60131001,1,3.6,ppb,4,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/26/2019,AQS,60131001,1,0.9,ppb,0,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/27/2019,AQS,60131001,1,1.6,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/28/2019,AQS,60131001,1,1.9,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/29/2019,AQS,60131001,1,0.6,ppb,0,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/30/2019,AQS,60131001,1,1.5,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
03/31/2019,AQS,60131001,1,2.8,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/01/2019,AQS,60131001,1,1.7,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/02/2019,AQS,60131001,1,2.5,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/03/2019,AQS,60131001,1,2.4,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/04/2019,AQS,60131001,1,1.8,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/05/2019,AQS,60131001,1,2.4,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/06/2019,AQS,60131001,1,1.6,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/07/2019,AQS,60131001,1,1,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/08/2019,AQS,60131001,1,1.6,ppb,1,Crockett - Kendall Ave,20,83.0000,42401,Contra Costa,38.05492,-122.233229
04/09/2019,AQS,60131001,1,0.7,ppb,0,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/10/2019,AQS,60131001,1,1.5,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/11/2019,AQS,60131001,1,0.6,ppb,0,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/12/2019,AQS,60131001,1,2.8,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/13/2019,AQS,60131001,1,7.5,ppb,10,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/14/2019,AQS,60131001,1,3.1,ppb,4,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/15/2019,AQS,60131001,1,2.9,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/16/2019,AQS,60131001,1,1.4,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/17/2019,AQS,60131001,1,2.5,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/18/2019,AQS,60131001,1,2.4,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/19/2019,AQS,60131001,1,3.6,ppb,4,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/20/2019,AQS,60131001,1,1.3,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/21/2019,AQS,60131001,1,1.7,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/22/2019,AQS,60131001,1,3.2,ppb,4,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/23/2019,AQS,60131001,1,2.8,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/24/2019,AQS,60131001,1,2.3,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/25/2019,AQS,60131001,1,2.5,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/26/2019,AQS,60131001,1,3.3,ppb,4,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/27/2019,AQS,60131001,1,1.4,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/28/2019,AQS,60131001,1,1,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/29/2019,AQS,60131001,1,1.8,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
04/30/2019,AQS,60131001,1,1.4,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/01/2019,AQS,60131001,1,2,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/02/2019,AQS,60131001,1,1.8,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/03/2019,AQS,60131001,1,2.7,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/04/2019,AQS,60131001,1,2.1,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/05/2019,AQS,60131001,1,1.1,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/06/2019,AQS,60131001,1,1.3,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/07/2019,AQS,60131001,1,1.4,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/08/2019,AQS,60131001,1,1.3,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/09/2019,AQS,60131001,1,1.8,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/10/2019,AQS,60131001,1,1.7,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/11/2019,AQS,60131001,1,1.5,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/12/2019,AQS,60131001,1,1.7,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/13/2019,AQS,60131001,1,1.6,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/14/2019,AQS,60131001,1,0.7,ppb,0,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/15/2019,AQS,60131001,1,0.9,ppb,0,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/16/2019,AQS,60131001,1,1.2,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/17/2019,AQS,60131001,1,0.6,ppb,0,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/18/2019,AQS,60131001,1,3.7,ppb,4,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/19/2019,AQS,60131001,1,2.3,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/20/2019,AQS,60131001,1,1.5,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/21/2019,AQS,60131001,1,1,ppb,1,Crockett - Kendall Ave,22,92.0000,42401,Contra Costa,38.05492,-122.233229
05/22/2019,AQS,60131001,1,1.5,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/23/2019,AQS,60131001,1,1.8,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/24/2019,AQS,60131001,1,1.4,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/25/2019,AQS,60131001,1,1.3,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/26/2019,AQS,60131001,1,6.7,ppb,9,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/27/2019,AQS,60131001,1,6.5,ppb,9,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/28/2019,AQS,60131001,1,3.4,ppb,4,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/29/2019,AQS,60131001,1,2.7,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/30/2019,AQS,60131001,1,3.4,ppb,4,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
05/31/2019,AQS,60131001,1,2,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
06/01/2019,AQS,60131001,1,2.5,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
06/02/2019,AQS,60131001,1,1.3,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
06/03/2019,AQS,60131001,1,2.6,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
06/04/2019,AQS,60131001,1,2.9,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
06/05/2019,AQS,60131001,1,2.2,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
06/06/2019,AQS,60131001,1,1.9,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
06/07/2019,AQS,60131001,1,1.4,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
06/08/2019,AQS,60131001,1,2.3,ppb,3,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
06/09/2019,AQS,60131001,1,4.4,ppb,6,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
06/10/2019,AQS,60131001,1,4.9,ppb,6,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
06/11/2019,AQS,60131001,1,3.5,ppb,4,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
06/12/2019,AQS,60131001,1,3,ppb,4,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
06/13/2019,AQS,60131001,1,1.5,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
06/14/2019,AQS,60131001,1,1,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
06/15/2019,AQS,60131001,1,0.9,ppb,0,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
06/16/2019,AQS,60131001,1,1.6,ppb,1,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
06/17/2019,AQS,60131001,1,3,ppb,4,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
06/18/2019,AQS,60131001,1,3,ppb,4,Crockett - Kendall Ave,23,96.0000,42401,Contra Costa,38.05492,-122.233229
